step,elapsed_seconds,split,loss,learning_rate
100,15.126391702,train,3.2074735164642334,0.0012375
100,15.126391702,valid,3.21862530708313,0.0012375
200,29.603302685999996,train,2.5329391956329346,0.0012497224402057243
200,29.603302685999996,valid,2.5163023471832275,0.0012497224402057243
300,44.076083542,train,2.2688751220703125,0.0012488787983935836
300,44.076083542,valid,2.2618353366851807,0.0012488787983935836
400,58.553479161000006,train,2.1208813190460205,0.0012474698957175043
400,58.553479161000006,valid,2.130354404449463,0.0012474698957175043
500,73.020923406,train,2.010279417037964,0.0012454971508230528
500,73.020923406,valid,2.01981258392334,0.0012454971508230528
600,87.515487057,train,1.9587823152542114,0.0012429625500971157
600,87.515487057,valid,1.9665454626083374,0.0012429625500971157
700,102.02507991899999,train,1.9032959938049316,0.0012398686456677743
700,102.02507991899999,valid,1.9112040996551514,0.0012398686456677743
800,116.536067945,train,1.8723667860031128,0.0012362185528345315
800,116.536067945,valid,1.8729939460754395,0.0012362185528345315
900,131.04775599200002,train,1.831059455871582,0.0012320159469314637
900,131.04775599200002,valid,1.8317049741744995,0.0012320159469314637
1000,145.562123818,train,1.8167409896850586,0.0012272650596264765
1000,145.562123818,valid,1.8107483386993408,0.0012272650596264765
1100,160.32427969900002,train,1.7807763814926147,0.0012219706746603703
1100,160.32427969900002,valid,1.7874319553375244,0.0012219706746603703
1200,174.834022169,train,1.7733373641967773,0.0012161381230300205
1200,174.834022169,valid,1.7711187601089478,0.0012161381230300205
1300,189.34612998,train,1.7496867179870605,0.0012097732776205142
1300,189.34612998,valid,1.7464162111282349,0.0012097732776205142
1400,203.850730134,train,1.7191307544708252,0.001202882547291654
1400,203.850730134,valid,1.7241708040237427,0.001202882547291654
1500,218.349072019,train,1.7064294815063477,0.0011954728704247786
1500,218.349072019,valid,1.708528757095337,0.0011954728704247786
1600,232.847032911,train,1.699840784072876,0.0011875517079364024
1600,232.847032911,valid,1.7040085792541504,0.0011875517079364024
1700,247.34851961500001,train,1.6905710697174072,0.0011791270357657023
1700,247.34851961500001,valid,1.672577142715454,0.0011791270357657023
1800,261.849107521,train,1.6657685041427612,0.0011702073368434255
1800,261.849107521,valid,1.6706644296646118,0.0011702073368434255
1900,276.348986997,train,1.6646554470062256,0.001160801592550296
1900,276.348986997,valid,1.6702901124954224,0.001160801592550296
2000,290.850594679,train,1.649871587753296,0.0011509192736735268
2000,290.850594679,valid,1.6463687419891357,0.0011509192736735268
2100,305.62072507299996,train,1.644331932067871,0.0011405703308705376
2100,305.62072507299996,valid,1.6359193325042725,0.0011405703308705376
2200,320.12681301099997,train,1.62025785446167,0.0011297651846494893
2200,320.12681301099997,valid,1.6366612911224365,0.0011297651846494893
2300,334.64226662699997,train,1.6240875720977783,0.001118514714876714
2300,334.64226662699997,valid,1.6208443641662598,0.001118514714876714
2400,349.16298072,train,1.6044251918792725,0.00110683024982161
2400,349.16298072,valid,1.6108955144882202,0.00110683024982161
2500,363.68174571599997,train,1.6023584604263306,0.0010947235547500392
2500,363.68174571599997,valid,1.6133759021759033,0.0010947235547500392
2600,378.213342567,train,1.5891757011413574,0.0010822068200776976
2600,378.213342567,valid,1.5994645357131958,0.0010822068200776976
2700,392.722796402,train,1.5894843339920044,0.0010692926490954023
2700,392.722796402,valid,1.590145230293274,0.0010692926490954023
2800,407.241252692,train,1.582937479019165,0.0010559940452786452
2800,407.241252692,valid,1.593268632888794,0.0010559940452786452
2900,421.75128329899997,train,1.5751367807388306,0.001042324399194195
2900,421.75128329899997,valid,1.584730863571167,0.001042324399194195
3000,436.269527526,train,1.5752018690109253,0.0010282974750169325
3000,436.269527526,valid,1.5631723403930664,0.0010282974750169325
3100,451.072751681,train,1.558148741722107,0.001013927396670493
3100,451.072751681,valid,1.572547435760498,0.001013927396670493
3200,465.573442021,train,1.5576961040496826,0.000999228633605672
3200,465.573442021,valid,1.5505099296569824,0.000999228633605672
3300,480.073028638,train,1.5436989068984985,0.0009842159862309147
3300,480.073028638,valid,1.5503325462341309,0.0009842159862309147
3400,494.59037550299996,train,1.5442832708358765,0.0009689045710095602
3400,494.59037550299996,valid,1.5489193201065063,0.0009689045710095602
3500,509.09854287999997,train,1.531001091003418,0.000953309805238843
3500,509.09854287999997,valid,1.5450607538223267,0.000953309805238843
3600,523.6092735469999,train,1.5367822647094727,0.0009374473915259826
3600,523.6092735469999,valid,1.532443642616272,0.0009374473915259826
3700,538.131266653,train,1.531387209892273,0.0009213333019769889
3700,538.131266653,valid,1.536163330078125,0.0009213333019769889
3800,552.635228941,train,1.529722809791565,0.0009049837621141045
3800,552.635228941,valid,1.5190348625183105,0.0009049837621141045
3900,567.142010638,train,1.5139896869659424,0.0008884152345380803
3900,567.142010638,valid,1.5186634063720703,0.0008884152345380803
4000,581.6505176659999,train,1.5043354034423828,0.0008716444023517313
4000,581.6505176659999,valid,1.5260419845581055,0.0008716444023517313
4100,596.449115949,train,1.5127540826797485,0.0008546881523614668
4100,596.449115949,valid,1.518387794494629,0.0008546881523614668
4200,610.952295499,train,1.5038914680480957,0.0008375635580737072
4200,610.952295499,valid,1.5069169998168945,0.0008375635580737072
4300,625.460475244,train,1.5008360147476196,0.0008202878625033106
4300,625.460475244,valid,1.5000274181365967,0.0008202878625033106
4400,639.968420425,train,1.4950392246246338,0.0008028784608113181
4400,639.968420425,valid,1.4937349557876587,0.0008028784608113181
4500,654.475169765,train,1.4861377477645874,0.000785352882789502
4500,654.475169765,valid,1.4906654357910156,0.000785352882789502
4600,668.982835848,train,1.4829692840576172,0.0007677287752093505
4600,668.982835848,valid,1.4902080297470093,0.0007677287752093505
4700,683.490941979,train,1.4780768156051636,0.0007500238840532652
4700,683.490941979,valid,1.4787421226501465,0.0007500238840532652
4800,697.998624134,train,1.4804637432098389,0.0007322560366458611
4800,697.998624134,valid,1.4867125749588013,0.0007322560366458611
4900,712.5071607049999,train,1.4772884845733643,0.0007144431237033612
4900,712.5071607049999,valid,1.4771345853805542,0.0007144431237033612
5000,727.015951278,train,1.4631396532058716,0.0006966030813191631
5000,727.015951278,valid,1.4662829637527466,0.0006966030813191631
5100,741.813468514,train,1.468367338180542,0.0006787538729037116
5100,741.813468514,valid,1.4748152494430542,0.0006787538729037116
5200,756.315861439,train,1.4597067832946777,0.0006609134710968685
5200,756.315861439,valid,1.472382664680481,0.0006609134710968685
5300,770.827267106,train,1.4545570611953735,0.0006430998396709875
5300,770.827267106,valid,1.4591212272644043,0.0006430998396709875
5400,785.337145752,train,1.454460620880127,0.0006253309154429175
5400,785.337145752,valid,1.464795708656311,0.0006253309154429175
5500,799.855297761,train,1.4579440355300903,0.0006076245902131485
5500,799.855297761,valid,1.4649231433868408,0.0006076245902131485
5600,814.374333081,train,1.441880702972412,0.0005899986927502865
