elapsed_seconds,timestamp,index,name,gpu_util_percent,mem_util_percent,mem_used_mib,mem_total_mib,power_w,temp_c
289.190486,2026/05/30 15:35:35.278,0,NVIDIA B200,98,28,17742,183359,787.40,45
290.215843,2026/05/30 15:35:36.305,0,NVIDIA B200,98,29,17742,183359,790.28,46
291.244458,2026/05/30 15:35:37.337,0,NVIDIA B200,99,31,17742,183359,793.06,45
292.268110,2026/05/30 15:35:38.358,0,NVIDIA B200,98,30,17742,183359,792.16,45
293.291437,2026/05/30 15:35:39.382,0,NVIDIA B200,99,28,17742,183359,797.49,46
294.313245,2026/05/30 15:35:40.404,0,NVIDIA B200,99,27,17742,183359,811.20,46
295.335759,2026/05/30 15:35:41.427,0,NVIDIA B200,2,0,17742,183359,752.34,40
296.360326,2026/05/30 15:35:42.452,0,NVIDIA B200,98,28,17742,183359,682.57,45
297.412295,2026/05/30 15:35:43.501,0,NVIDIA B200,98,29,17742,183359,786.04,46
298.436894,2026/05/30 15:35:44.527,0,NVIDIA B200,99,31,17742,183359,787.57,45
299.461855,2026/05/30 15:35:45.551,0,NVIDIA B200,98,30,17742,183359,794.09,44
300.485192,2026/05/30 15:35:46.577,0,NVIDIA B200,98,32,17742,183359,793.54,44
301.575974,2026/05/30 15:35:47.642,0,NVIDIA B200,98,29,17742,183359,793.36,44
302.619492,2026/05/30 15:35:48.709,0,NVIDIA B200,98,31,17742,183359,788.94,45
303.647469,2026/05/30 15:35:49.737,0,NVIDIA B200,98,30,17742,183359,785.95,45
304.676047,2026/05/30 15:35:50.765,0,NVIDIA B200,98,27,17742,183359,790.03,46
305.699611,2026/05/30 15:35:51.791,0,NVIDIA B200,99,30,17742,183359,790.82,45
306.731348,2026/05/30 15:35:52.821,0,NVIDIA B200,99,30,17742,183359,796.35,45
307.765575,2026/05/30 15:35:53.856,0,NVIDIA B200,98,30,17742,183359,790.62,45
308.798595,2026/05/30 15:35:54.881,0,NVIDIA B200,98,28,17742,183359,811.91,46
309.821780,2026/05/30 15:35:55.913,0,NVIDIA B200,99,27,17742,183359,813.11,45
310.852876,2026/05/30 15:35:56.944,0,NVIDIA B200,98,31,17742,183359,790.86,45
311.879228,2026/05/30 15:35:57.968,0,NVIDIA B200,98,30,17742,183359,797.79,44
312.904743,2026/05/30 15:35:58.995,0,NVIDIA B200,98,27,17742,183359,793.35,45
313.931591,2026/05/30 15:36:00.022,0,NVIDIA B200,98,31,17742,183359,784.19,45
314.961217,2026/05/30 15:36:01.049,0,NVIDIA B200,98,30,17742,183359,788.43,46
315.986887,2026/05/30 15:36:02.077,0,NVIDIA B200,98,27,17742,183359,792.66,45
317.011100,2026/05/30 15:36:03.101,0,NVIDIA B200,99,30,17742,183359,797.51,45
318.035506,2026/05/30 15:36:04.126,0,NVIDIA B200,98,28,17742,183359,791.63,45
319.060337,2026/05/30 15:36:05.152,0,NVIDIA B200,98,31,17742,183359,794.52,45
320.086809,2026/05/30 15:36:06.177,0,NVIDIA B200,98,29,17742,183359,792.75,46
321.112573,2026/05/30 15:36:07.203,0,NVIDIA B200,99,31,17742,183359,795.79,46
322.136364,2026/05/30 15:36:08.229,0,NVIDIA B200,98,30,17742,183359,793.71,45
323.161815,2026/05/30 15:36:09.252,0,NVIDIA B200,99,28,17742,183359,809.67,45
324.190569,2026/05/30 15:36:10.281,0,NVIDIA B200,99,28,17742,183359,812.81,45
325.215721,2026/05/30 15:36:11.306,0,NVIDIA B200,98,27,17742,183359,790.53,46
326.242691,2026/05/30 15:36:12.332,0,NVIDIA B200,99,30,17742,183359,795.96,45
