timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/05/28 20:35:26.203, 96 %, 63 %, 3330 MiB, 8192 MiB, 108.07 W, 86, 1410 MHz, 7000 MHz
2026/05/28 20:35:27.255, 94 %, 62 %, 3330 MiB, 8192 MiB, 108.06 W, 86, 1575 MHz, 7000 MHz
2026/05/28 20:35:28.311, 97 %, 62 %, 3330 MiB, 8192 MiB, 107.61 W, 86, 1410 MHz, 7000 MHz
2026/05/28 20:35:29.362, 96 %, 60 %, 3330 MiB, 8192 MiB, 107.46 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:35:30.415, 96 %, 62 %, 3330 MiB, 8192 MiB, 107.98 W, 86, 1410 MHz, 7000 MHz
2026/05/28 20:35:31.467, 95 %, 58 %, 3330 MiB, 8192 MiB, 108.51 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:35:32.521, 94 %, 60 %, 3330 MiB, 8192 MiB, 107.05 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:35:33.611, 96 %, 62 %, 3330 MiB, 8192 MiB, 107.77 W, 86, 1410 MHz, 7000 MHz
2026/05/28 20:35:34.703, 97 %, 62 %, 3330 MiB, 8192 MiB, 106.73 W, 86, 1410 MHz, 7000 MHz
2026/05/28 20:35:35.792, 89 %, 57 %, 3330 MiB, 8192 MiB, 106.70 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:35:36.882, 93 %, 58 %, 3330 MiB, 8192 MiB, 108.05 W, 86, 1410 MHz, 7000 MHz
2026/05/28 20:35:37.977, 96 %, 62 %, 3330 MiB, 8192 MiB, 108.11 W, 86, 1425 MHz, 7000 MHz
2026/05/28 20:35:39.066, 94 %, 60 %, 3330 MiB, 8192 MiB, 107.94 W, 86, 1425 MHz, 7000 MHz
2026/05/28 20:35:40.157, 97 %, 63 %, 3330 MiB, 8192 MiB, 107.56 W, 86, 1485 MHz, 7000 MHz
2026/05/28 20:35:41.235, 93 %, 61 %, 3330 MiB, 8192 MiB, 107.33 W, 86, 1575 MHz, 7000 MHz
2026/05/28 20:35:42.301, 95 %, 63 %, 3330 MiB, 8192 MiB, 107.35 W, 86, 1560 MHz, 7000 MHz
2026/05/28 20:35:43.367, 92 %, 61 %, 3330 MiB, 8192 MiB, 101.27 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:35:44.436, 96 %, 64 %, 3330 MiB, 8192 MiB, 109.65 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:35:45.503, 96 %, 61 %, 3330 MiB, 8192 MiB, 107.85 W, 86, 1410 MHz, 7000 MHz
2026/05/28 20:35:46.570, 93 %, 61 %, 3330 MiB, 8192 MiB, 107.77 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:35:47.638, 95 %, 59 %, 3330 MiB, 8192 MiB, 107.18 W, 86, 1425 MHz, 7000 MHz
2026/05/28 20:35:48.707, 96 %, 62 %, 3330 MiB, 8192 MiB, 108.06 W, 86, 1560 MHz, 7000 MHz
2026/05/28 20:35:49.761, 91 %, 56 %, 3330 MiB, 8192 MiB, 108.34 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:35:50.814, 96 %, 62 %, 3330 MiB, 8192 MiB, 107.00 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:35:51.869, 95 %, 62 %, 3330 MiB, 8192 MiB, 107.32 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:35:52.922, 89 %, 58 %, 3330 MiB, 8192 MiB, 106.34 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:35:53.975, 92 %, 61 %, 3330 MiB, 8192 MiB, 106.83 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:35:55.028, 94 %, 62 %, 3330 MiB, 8192 MiB, 107.34 W, 86, 1410 MHz, 7000 MHz
2026/05/28 20:35:56.088, 94 %, 61 %, 3330 MiB, 8192 MiB, 107.61 W, 86, 1425 MHz, 7000 MHz
2026/05/28 20:35:57.140, 93 %, 59 %, 3330 MiB, 8192 MiB, 106.79 W, 86, 1545 MHz, 7000 MHz
2026/05/28 20:35:58.185, 95 %, 61 %, 3330 MiB, 8192 MiB, 100.90 W, 86, 1590 MHz, 7000 MHz
2026/05/28 20:35:59.232, 95 %, 61 %, 3330 MiB, 8192 MiB, 105.14 W, 86, 1530 MHz, 7000 MHz
2026/05/28 20:36:00.275, 96 %, 62 %, 3330 MiB, 8192 MiB, 104.80 W, 86, 1410 MHz, 7000 MHz
2026/05/28 20:36:01.319, 92 %, 58 %, 3330 MiB, 8192 MiB, 108.17 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:36:02.371, 92 %, 60 %, 3330 MiB, 8192 MiB, 114.30 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:36:03.416, 91 %, 59 %, 3330 MiB, 8192 MiB, 106.09 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:36:04.462, 96 %, 63 %, 3330 MiB, 8192 MiB, 119.19 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:36:05.501, 94 %, 62 %, 3330 MiB, 8192 MiB, 99.97 W, 86, 1635 MHz, 7000 MHz
2026/05/28 20:36:06.536, 92 %, 61 %, 3330 MiB, 8192 MiB, 106.40 W, 86, 1470 MHz, 7000 MHz
2026/05/28 20:36:07.567, 91 %, 60 %, 3330 MiB, 8192 MiB, 106.34 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:36:06.250, 95 %, 58 %, 3330 MiB, 8192 MiB, 103.15 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:36:07.281, 97 %, 63 %, 3330 MiB, 8192 MiB, 110.19 W, 86, 1425 MHz, 7000 MHz
2026/05/28 20:36:08.313, 95 %, 60 %, 3330 MiB, 8192 MiB, 95.33 W, 86, 1485 MHz, 7000 MHz
2026/05/28 20:36:09.343, 96 %, 63 %, 3330 MiB, 8192 MiB, 113.87 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:36:10.375, 93 %, 59 %, 3330 MiB, 8192 MiB, 92.39 W, 86, 1440 MHz, 7000 MHz
2026/05/28 20:36:11.406, 91 %, 58 %, 3330 MiB, 8192 MiB, 100.78 W, 86, 1605 MHz, 7000 MHz
2026/05/28 20:36:12.437, 93 %, 61 %, 3330 MiB, 8192 MiB, 102.70 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:36:13.478, 96 %, 61 %, 3330 MiB, 8192 MiB, 127.35 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:36:14.537, 93 %, 60 %, 3330 MiB, 8192 MiB, 104.27 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:36:15.597, 96 %, 60 %, 3330 MiB, 8192 MiB, 104.29 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:36:16.657, 93 %, 58 %, 3330 MiB, 8192 MiB, 103.99 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:36:17.718, 95 %, 61 %, 3330 MiB, 8192 MiB, 104.49 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:36:18.782, 97 %, 62 %, 3330 MiB, 8192 MiB, 103.55 W, 86, 1620 MHz, 7000 MHz
2026/05/28 20:36:19.841, 96 %, 63 %, 3330 MiB, 8192 MiB, 101.31 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:36:20.903, 94 %, 61 %, 3330 MiB, 8192 MiB, 97.87 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:36:21.984, 94 %, 61 %, 3330 MiB, 8192 MiB, 102.30 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:36:23.073, 96 %, 62 %, 3330 MiB, 8192 MiB, 104.77 W, 87, 1395 MHz, 7000 MHz
2026/05/28 20:36:24.161, 92 %, 56 %, 3330 MiB, 8192 MiB, 108.23 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:36:25.251, 97 %, 61 %, 3330 MiB, 8192 MiB, 108.73 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:36:26.340, 95 %, 61 %, 3330 MiB, 8192 MiB, 106.25 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:36:27.428, 95 %, 62 %, 3330 MiB, 8192 MiB, 106.64 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:36:28.517, 94 %, 61 %, 3330 MiB, 8192 MiB, 104.90 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:36:29.601, 95 %, 61 %, 3330 MiB, 8192 MiB, 104.91 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:36:30.670, 95 %, 60 %, 3330 MiB, 8192 MiB, 104.03 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:36:31.739, 96 %, 60 %, 3330 MiB, 8192 MiB, 99.93 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:36:32.809, 97 %, 60 %, 3330 MiB, 8192 MiB, 99.75 W, 86, 1470 MHz, 7000 MHz
2026/05/28 20:36:33.876, 94 %, 60 %, 3330 MiB, 8192 MiB, 98.75 W, 86, 1515 MHz, 7000 MHz
2026/05/28 20:36:34.952, 94 %, 60 %, 3330 MiB, 8192 MiB, 95.83 W, 86, 1530 MHz, 7000 MHz
2026/05/28 20:36:36.021, 91 %, 58 %, 3330 MiB, 8192 MiB, 112.32 W, 86, 1485 MHz, 7000 MHz
2026/05/28 20:36:37.087, 94 %, 60 %, 3330 MiB, 8192 MiB, 100.62 W, 86, 1605 MHz, 7000 MHz
2026/05/28 20:36:38.125, 95 %, 61 %, 3330 MiB, 8192 MiB, 99.50 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:36:37.440, 96 %, 61 %, 3330 MiB, 8192 MiB, 102.09 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:36:38.493, 95 %, 59 %, 3330 MiB, 8192 MiB, 100.30 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:36:39.546, 98 %, 60 %, 3330 MiB, 8192 MiB, 104.43 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:36:40.598, 95 %, 58 %, 3330 MiB, 8192 MiB, 104.91 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:36:41.650, 97 %, 62 %, 3330 MiB, 8192 MiB, 105.05 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:36:42.709, 96 %, 63 %, 3330 MiB, 8192 MiB, 104.03 W, 87, 1275 MHz, 7000 MHz
2026/05/28 20:36:43.765, 97 %, 59 %, 3330 MiB, 8192 MiB, 99.66 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:36:44.817, 97 %, 61 %, 3330 MiB, 8192 MiB, 98.48 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:36:45.879, 95 %, 59 %, 3330 MiB, 8192 MiB, 98.50 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:36:46.968, 98 %, 60 %, 3330 MiB, 8192 MiB, 103.50 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:36:48.065, 96 %, 61 %, 3330 MiB, 8192 MiB, 103.96 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:36:49.154, 96 %, 62 %, 3330 MiB, 8192 MiB, 103.82 W, 86, 1515 MHz, 7000 MHz
2026/05/28 20:36:50.244, 97 %, 62 %, 3330 MiB, 8192 MiB, 103.11 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:36:51.333, 95 %, 61 %, 3330 MiB, 8192 MiB, 102.95 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:36:52.421, 93 %, 61 %, 3330 MiB, 8192 MiB, 102.73 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:36:53.510, 94 %, 60 %, 3330 MiB, 8192 MiB, 102.98 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:36:54.604, 95 %, 60 %, 3330 MiB, 8192 MiB, 103.25 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:36:55.692, 97 %, 60 %, 3330 MiB, 8192 MiB, 103.55 W, 86, 1545 MHz, 7000 MHz
2026/05/28 20:36:56.788, 97 %, 60 %, 3330 MiB, 8192 MiB, 92.71 W, 86, 1515 MHz, 7000 MHz
2026/05/28 20:36:57.876, 97 %, 61 %, 3330 MiB, 8192 MiB, 103.24 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:36:58.965, 92 %, 58 %, 3330 MiB, 8192 MiB, 98.39 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:37:00.055, 95 %, 58 %, 3330 MiB, 8192 MiB, 103.08 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:37:01.120, 93 %, 60 %, 3330 MiB, 8192 MiB, 114.29 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:37:02.144, 94 %, 61 %, 3330 MiB, 8192 MiB, 107.23 W, 86, 1410 MHz, 7000 MHz
2026/05/28 20:37:03.218, 96 %, 61 %, 3330 MiB, 8192 MiB, 104.49 W, 87, 1350 MHz, 7000 MHz
2026/05/28 20:37:04.290, 96 %, 60 %, 3330 MiB, 8192 MiB, 76.85 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:37:05.364, 96 %, 60 %, 3330 MiB, 8192 MiB, 98.32 W, 86, 1425 MHz, 7000 MHz
2026/05/28 20:37:06.437, 93 %, 58 %, 3330 MiB, 8192 MiB, 98.90 W, 85, 1485 MHz, 7000 MHz
2026/05/28 20:37:07.510, 93 %, 58 %, 3330 MiB, 8192 MiB, 97.17 W, 86, 1425 MHz, 7000 MHz
2026/05/28 20:37:08.580, 94 %, 59 %, 3330 MiB, 8192 MiB, 98.45 W, 86, 1410 MHz, 7000 MHz
2026/05/28 20:37:07.600, 94 %, 61 %, 3330 MiB, 8192 MiB, 114.92 W, 86, 1545 MHz, 7000 MHz
2026/05/28 20:37:08.605, 94 %, 60 %, 3330 MiB, 8192 MiB, 103.17 W, 86, 1485 MHz, 7000 MHz
2026/05/28 20:37:09.609, 95 %, 62 %, 3330 MiB, 8192 MiB, 104.12 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:37:10.648, 97 %, 63 %, 3330 MiB, 8192 MiB, 103.29 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:37:11.706, 97 %, 61 %, 3330 MiB, 8192 MiB, 103.20 W, 87, 1320 MHz, 7000 MHz
2026/05/28 20:37:12.760, 97 %, 61 %, 3330 MiB, 8192 MiB, 103.96 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:37:13.815, 95 %, 61 %, 3330 MiB, 8192 MiB, 103.49 W, 86, 1410 MHz, 7000 MHz
2026/05/28 20:37:14.875, 91 %, 58 %, 3330 MiB, 8192 MiB, 102.70 W, 86, 1470 MHz, 7000 MHz
2026/05/28 20:37:15.929, 95 %, 57 %, 3330 MiB, 8192 MiB, 103.17 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:37:16.983, 98 %, 63 %, 3330 MiB, 8192 MiB, 95.68 W, 87, 1350 MHz, 7000 MHz
2026/05/28 20:37:18.041, 96 %, 61 %, 3330 MiB, 8192 MiB, 101.34 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:37:19.129, 98 %, 60 %, 3330 MiB, 8192 MiB, 101.95 W, 86, 1455 MHz, 7000 MHz
2026/05/28 20:37:20.229, 96 %, 61 %, 3330 MiB, 8192 MiB, 101.58 W, 86, 1500 MHz, 7000 MHz
2026/05/28 20:37:21.317, 98 %, 62 %, 3330 MiB, 8192 MiB, 105.49 W, 86, 1515 MHz, 7000 MHz
2026/05/28 20:37:22.406, 96 %, 61 %, 3330 MiB, 8192 MiB, 106.02 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:37:23.496, 98 %, 61 %, 3330 MiB, 8192 MiB, 101.15 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:37:24.585, 96 %, 61 %, 3330 MiB, 8192 MiB, 100.00 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:37:25.674, 95 %, 62 %, 3330 MiB, 8192 MiB, 100.66 W, 86, 1215 MHz, 7000 MHz
2026/05/28 20:37:26.762, 96 %, 62 %, 3330 MiB, 8192 MiB, 101.15 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:37:27.852, 96 %, 61 %, 3330 MiB, 8192 MiB, 101.08 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:37:28.940, 96 %, 61 %, 3330 MiB, 8192 MiB, 101.06 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:37:30.029, 96 %, 61 %, 3330 MiB, 8192 MiB, 100.66 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:37:31.118, 96 %, 60 %, 3330 MiB, 8192 MiB, 97.41 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:37:32.214, 96 %, 60 %, 3330 MiB, 8192 MiB, 90.78 W, 86, 1530 MHz, 7000 MHz
2026/05/28 20:37:33.302, 97 %, 59 %, 3330 MiB, 8192 MiB, 87.15 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:37:34.355, 95 %, 60 %, 3330 MiB, 8192 MiB, 101.30 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:37:35.432, 96 %, 57 %, 3330 MiB, 8192 MiB, 104.78 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:37:36.514, 97 %, 62 %, 3330 MiB, 8192 MiB, 100.66 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:37:37.596, 97 %, 60 %, 3330 MiB, 8192 MiB, 101.12 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:37:38.677, 97 %, 61 %, 3330 MiB, 8192 MiB, 103.65 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:37:39.756, 96 %, 60 %, 3330 MiB, 8192 MiB, 102.24 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:37:40.779, 97 %, 61 %, 3330 MiB, 8192 MiB, 100.96 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:37:41.785, 97 %, 60 %, 3330 MiB, 8192 MiB, 101.15 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:37:42.808, 96 %, 61 %, 3330 MiB, 8192 MiB, 101.12 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:37:43.882, 95 %, 61 %, 3330 MiB, 8192 MiB, 101.36 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:37:44.960, 96 %, 60 %, 3330 MiB, 8192 MiB, 101.44 W, 86, 1485 MHz, 7000 MHz
2026/05/28 20:37:46.040, 96 %, 61 %, 3330 MiB, 8192 MiB, 100.68 W, 86, 1500 MHz, 7000 MHz
2026/05/28 20:37:47.115, 93 %, 60 %, 3330 MiB, 8192 MiB, 100.64 W, 86, 1470 MHz, 7000 MHz
2026/05/28 20:37:48.191, 94 %, 60 %, 3330 MiB, 8192 MiB, 100.63 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:37:49.203, 94 %, 61 %, 3330 MiB, 8192 MiB, 97.56 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:37:50.208, 93 %, 60 %, 3330 MiB, 8192 MiB, 101.56 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:37:51.247, 94 %, 61 %, 3330 MiB, 8192 MiB, 108.69 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:37:52.314, 93 %, 59 %, 3330 MiB, 8192 MiB, 91.72 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:37:53.384, 94 %, 56 %, 3330 MiB, 8192 MiB, 100.97 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:37:54.453, 94 %, 56 %, 3330 MiB, 8192 MiB, 92.35 W, 86, 1230 MHz, 7000 MHz
2026/05/28 20:37:55.520, 93 %, 59 %, 3330 MiB, 8192 MiB, 96.84 W, 86, 1185 MHz, 7000 MHz
2026/05/28 20:37:56.587, 90 %, 56 %, 3330 MiB, 8192 MiB, 94.98 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:37:57.605, 96 %, 61 %, 3330 MiB, 8192 MiB, 102.21 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:37:58.617, 95 %, 59 %, 3330 MiB, 8192 MiB, 103.69 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:37:59.665, 97 %, 61 %, 3330 MiB, 8192 MiB, 98.74 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:38:00.717, 97 %, 60 %, 3330 MiB, 8192 MiB, 98.14 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:38:01.772, 96 %, 60 %, 3330 MiB, 8192 MiB, 98.14 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:38:02.823, 96 %, 58 %, 3330 MiB, 8192 MiB, 97.93 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:38:03.875, 95 %, 58 %, 3330 MiB, 8192 MiB, 97.53 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:38:04.930, 96 %, 59 %, 3330 MiB, 8192 MiB, 97.47 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:38:05.975, 97 %, 60 %, 3330 MiB, 8192 MiB, 97.98 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:38:06.987, 97 %, 60 %, 3330 MiB, 8192 MiB, 97.88 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:38:08.080, 95 %, 58 %, 3330 MiB, 8192 MiB, 97.58 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:38:09.163, 96 %, 60 %, 3330 MiB, 8192 MiB, 97.62 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:38:10.252, 95 %, 60 %, 3330 MiB, 8192 MiB, 100.52 W, 86, 1485 MHz, 7000 MHz
2026/05/28 20:38:11.336, 96 %, 61 %, 3330 MiB, 8192 MiB, 98.49 W, 86, 1425 MHz, 7000 MHz
2026/05/28 20:38:12.420, 95 %, 55 %, 3330 MiB, 8192 MiB, 98.17 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:38:13.435, 97 %, 60 %, 3330 MiB, 8192 MiB, 90.29 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:38:14.440, 96 %, 61 %, 3330 MiB, 8192 MiB, 97.67 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:38:11.989, 96 %, 59 %, 3330 MiB, 8192 MiB, 100.19 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:38:13.014, 95 %, 60 %, 3330 MiB, 8192 MiB, 101.57 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:38:14.040, 97 %, 59 %, 3330 MiB, 8192 MiB, 109.52 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:38:15.065, 94 %, 58 %, 3330 MiB, 8192 MiB, 115.71 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:38:16.091, 95 %, 58 %, 3330 MiB, 8192 MiB, 106.06 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:38:17.117, 98 %, 59 %, 3330 MiB, 8192 MiB, 101.13 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:38:18.142, 98 %, 59 %, 3330 MiB, 8192 MiB, 98.63 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:38:19.166, 97 %, 59 %, 3330 MiB, 8192 MiB, 98.79 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:38:20.190, 97 %, 60 %, 3330 MiB, 8192 MiB, 100.40 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:38:21.218, 97 %, 60 %, 3330 MiB, 8192 MiB, 111.57 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:38:22.247, 89 %, 57 %, 3330 MiB, 8192 MiB, 106.16 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:38:23.288, 97 %, 60 %, 3330 MiB, 8192 MiB, 100.59 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:38:24.375, 94 %, 59 %, 3330 MiB, 8192 MiB, 98.22 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:38:25.464, 97 %, 60 %, 3330 MiB, 8192 MiB, 97.90 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:38:26.554, 95 %, 55 %, 3330 MiB, 8192 MiB, 98.10 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:38:27.643, 97 %, 59 %, 3330 MiB, 8192 MiB, 97.58 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:38:28.732, 97 %, 58 %, 3330 MiB, 8192 MiB, 98.05 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:38:29.823, 97 %, 59 %, 3330 MiB, 8192 MiB, 98.23 W, 86, 1440 MHz, 7000 MHz
2026/05/28 20:38:30.914, 96 %, 59 %, 3330 MiB, 8192 MiB, 97.13 W, 86, 1440 MHz, 7000 MHz
2026/05/28 20:38:32.002, 97 %, 59 %, 3330 MiB, 8192 MiB, 97.55 W, 86, 1425 MHz, 7000 MHz
2026/05/28 20:38:33.090, 94 %, 58 %, 3330 MiB, 8192 MiB, 97.52 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:38:34.180, 94 %, 59 %, 3330 MiB, 8192 MiB, 97.19 W, 86, 1485 MHz, 7000 MHz
2026/05/28 20:38:35.267, 95 %, 60 %, 3330 MiB, 8192 MiB, 97.77 W, 86, 1440 MHz, 7000 MHz
2026/05/28 20:38:36.355, 97 %, 60 %, 3330 MiB, 8192 MiB, 101.73 W, 86, 1500 MHz, 7000 MHz
2026/05/28 20:38:37.443, 96 %, 61 %, 3330 MiB, 8192 MiB, 122.10 W, 86, 1500 MHz, 7000 MHz
2026/05/28 20:38:38.531, 96 %, 63 %, 3330 MiB, 8192 MiB, 113.10 W, 87, 1245 MHz, 7000 MHz
2026/05/28 20:38:39.620, 96 %, 58 %, 3330 MiB, 8192 MiB, 91.41 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:38:40.709, 97 %, 58 %, 3330 MiB, 8192 MiB, 94.75 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:38:41.798, 93 %, 59 %, 3330 MiB, 8192 MiB, 92.10 W, 86, 1500 MHz, 7000 MHz
2026/05/28 20:38:42.887, 95 %, 59 %, 3330 MiB, 8192 MiB, 100.38 W, 86, 1455 MHz, 7000 MHz
2026/05/28 20:38:43.975, 95 %, 61 %, 3330 MiB, 8192 MiB, 100.85 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:38:43.239, 94 %, 59 %, 3330 MiB, 8192 MiB, 90.29 W, 86, 1440 MHz, 7000 MHz
2026/05/28 20:38:44.328, 95 %, 56 %, 3330 MiB, 8192 MiB, 96.32 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:38:45.419, 92 %, 58 %, 3330 MiB, 8192 MiB, 99.54 W, 87, 1275 MHz, 7000 MHz
2026/05/28 20:38:46.480, 92 %, 58 %, 3330 MiB, 8192 MiB, 101.35 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:38:47.485, 91 %, 56 %, 3330 MiB, 8192 MiB, 99.51 W, 86, 1455 MHz, 7000 MHz
2026/05/28 20:38:48.568, 97 %, 59 %, 3330 MiB, 8192 MiB, 92.27 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:38:49.659, 91 %, 56 %, 3330 MiB, 8192 MiB, 48.81 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:38:50.748, 97 %, 59 %, 3330 MiB, 8192 MiB, 94.04 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:38:51.841, 95 %, 59 %, 3330 MiB, 8192 MiB, 112.32 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:38:52.931, 97 %, 60 %, 3330 MiB, 8192 MiB, 99.22 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:38:54.019, 95 %, 60 %, 3330 MiB, 8192 MiB, 98.97 W, 86, 1335 MHz, 7000 MHz
