timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/05/28 20:42:22.873, 96 %, 60 %, 3330 MiB, 8192 MiB, 103.54 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:42:23.962, 94 %, 61 %, 3330 MiB, 8192 MiB, 107.68 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:42:25.051, 95 %, 61 %, 3330 MiB, 8192 MiB, 104.69 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:42:26.141, 95 %, 60 %, 3330 MiB, 8192 MiB, 100.70 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:42:27.230, 96 %, 60 %, 3330 MiB, 8192 MiB, 100.13 W, 86, 1215 MHz, 7000 MHz
2026/05/28 20:42:28.319, 97 %, 62 %, 3330 MiB, 8192 MiB, 99.55 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:42:29.325, 97 %, 60 %, 3330 MiB, 8192 MiB, 110.07 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:42:30.409, 97 %, 57 %, 3330 MiB, 8192 MiB, 86.32 W, 87, 1125 MHz, 7000 MHz
2026/05/28 20:42:31.498, 98 %, 58 %, 3330 MiB, 8192 MiB, 95.46 W, 86, 1215 MHz, 7000 MHz
2026/05/28 20:42:32.587, 96 %, 59 %, 3330 MiB, 8192 MiB, 95.24 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:42:33.675, 97 %, 61 %, 3330 MiB, 8192 MiB, 100.37 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:42:34.763, 97 %, 61 %, 3330 MiB, 8192 MiB, 102.78 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:42:35.839, 95 %, 56 %, 3330 MiB, 8192 MiB, 98.30 W, 86, 1215 MHz, 7000 MHz
2026/05/28 20:42:36.844, 96 %, 60 %, 3330 MiB, 8192 MiB, 103.13 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:42:37.861, 94 %, 58 %, 3330 MiB, 8192 MiB, 115.47 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:42:38.951, 97 %, 59 %, 3330 MiB, 8192 MiB, 102.68 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:42:40.040, 97 %, 59 %, 3330 MiB, 8192 MiB, 106.09 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:42:41.129, 96 %, 59 %, 3330 MiB, 8192 MiB, 87.44 W, 87, 1200 MHz, 7000 MHz
2026/05/28 20:42:42.223, 95 %, 57 %, 3330 MiB, 8192 MiB, 84.88 W, 86, 1155 MHz, 7000 MHz
2026/05/28 20:42:43.311, 96 %, 59 %, 3330 MiB, 8192 MiB, 95.93 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:42:44.355, 96 %, 59 %, 3330 MiB, 8192 MiB, 98.69 W, 86, 1590 MHz, 7000 MHz
2026/05/28 20:42:45.360, 96 %, 59 %, 3330 MiB, 8192 MiB, 97.72 W, 86, 1455 MHz, 7000 MHz
2026/05/28 20:42:46.409, 97 %, 59 %, 3330 MiB, 8192 MiB, 100.19 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:42:47.489, 96 %, 60 %, 3330 MiB, 8192 MiB, 102.99 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:42:48.575, 96 %, 59 %, 3330 MiB, 8192 MiB, 93.14 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:42:47.690, 93 %, 58 %, 3330 MiB, 8192 MiB, 96.07 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:42:48.772, 94 %, 59 %, 3330 MiB, 8192 MiB, 96.93 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:42:49.853, 96 %, 59 %, 3330 MiB, 8192 MiB, 97.06 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:42:50.933, 97 %, 61 %, 3330 MiB, 8192 MiB, 96.83 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:42:51.986, 97 %, 59 %, 3330 MiB, 8192 MiB, 103.25 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:42:53.000, 94 %, 55 %, 3330 MiB, 8192 MiB, 96.44 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:42:54.007, 96 %, 60 %, 3330 MiB, 8192 MiB, 95.89 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:42:55.097, 96 %, 60 %, 3330 MiB, 8192 MiB, 96.49 W, 86, 1230 MHz, 7000 MHz
2026/05/28 20:42:56.188, 96 %, 58 %, 3330 MiB, 8192 MiB, 109.82 W, 86, 1155 MHz, 7000 MHz
2026/05/28 20:42:57.277, 95 %, 58 %, 3330 MiB, 8192 MiB, 95.26 W, 86, 1215 MHz, 7000 MHz
2026/05/28 20:42:58.366, 97 %, 60 %, 3330 MiB, 8192 MiB, 95.78 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:42:59.454, 96 %, 59 %, 3330 MiB, 8192 MiB, 96.25 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:43:00.542, 94 %, 60 %, 3330 MiB, 8192 MiB, 103.76 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:43:01.631, 95 %, 61 %, 3330 MiB, 8192 MiB, 101.74 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:43:02.655, 95 %, 59 %, 3330 MiB, 8192 MiB, 101.59 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:43:03.745, 97 %, 62 %, 3330 MiB, 8192 MiB, 101.68 W, 86, 1230 MHz, 7000 MHz
2026/05/28 20:43:04.838, 97 %, 61 %, 3330 MiB, 8192 MiB, 101.54 W, 87, 1200 MHz, 7000 MHz
2026/05/28 20:43:05.926, 96 %, 60 %, 3330 MiB, 8192 MiB, 103.85 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:43:07.016, 96 %, 60 %, 3330 MiB, 8192 MiB, 101.90 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:43:08.106, 96 %, 62 %, 3330 MiB, 8192 MiB, 101.53 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:43:09.173, 96 %, 59 %, 3330 MiB, 8192 MiB, 102.32 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:43:10.181, 96 %, 62 %, 3330 MiB, 8192 MiB, 102.09 W, 86, 1440 MHz, 7000 MHz
2026/05/28 20:43:11.216, 96 %, 61 %, 3330 MiB, 8192 MiB, 102.35 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:43:12.310, 94 %, 55 %, 3330 MiB, 8192 MiB, 101.65 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:43:13.399, 93 %, 63 %, 3330 MiB, 8192 MiB, 120.21 W, 87, 1335 MHz, 7000 MHz
2026/05/28 20:43:14.488, 97 %, 57 %, 3330 MiB, 8192 MiB, 87.75 W, 85, 1260 MHz, 7000 MHz
2026/05/28 20:43:15.578, 96 %, 59 %, 3330 MiB, 8192 MiB, 99.86 W, 86, 1455 MHz, 7000 MHz
2026/05/28 20:43:16.666, 96 %, 61 %, 3330 MiB, 8192 MiB, 99.11 W, 86, 1500 MHz, 7000 MHz
2026/05/28 20:43:17.675, 96 %, 61 %, 3330 MiB, 8192 MiB, 99.81 W, 86, 1500 MHz, 7000 MHz
2026/05/28 20:43:18.679, 97 %, 61 %, 3330 MiB, 8192 MiB, 99.64 W, 86, 1485 MHz, 7000 MHz
2026/05/28 20:43:17.839, 97 %, 59 %, 3330 MiB, 8192 MiB, 98.73 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:43:18.920, 97 %, 58 %, 3330 MiB, 8192 MiB, 98.26 W, 86, 1485 MHz, 7000 MHz
2026/05/28 20:43:19.996, 96 %, 59 %, 3330 MiB, 8192 MiB, 98.10 W, 86, 1470 MHz, 7000 MHz
2026/05/28 20:43:21.074, 95 %, 58 %, 3330 MiB, 8192 MiB, 96.24 W, 86, 1470 MHz, 7000 MHz
2026/05/28 20:43:22.151, 97 %, 61 %, 3330 MiB, 8192 MiB, 98.00 W, 86, 1425 MHz, 7000 MHz
2026/05/28 20:43:23.232, 96 %, 60 %, 3330 MiB, 8192 MiB, 100.62 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:43:24.310, 96 %, 61 %, 3330 MiB, 8192 MiB, 98.73 W, 86, 1470 MHz, 7000 MHz
2026/05/28 20:43:25.355, 95 %, 59 %, 3330 MiB, 8192 MiB, 99.18 W, 86, 1485 MHz, 7000 MHz
2026/05/28 20:43:26.359, 96 %, 60 %, 3330 MiB, 8192 MiB, 99.09 W, 86, 1545 MHz, 7000 MHz
2026/05/28 20:43:27.378, 94 %, 60 %, 3330 MiB, 8192 MiB, 98.43 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:43:28.471, 94 %, 60 %, 3330 MiB, 8192 MiB, 99.03 W, 86, 1485 MHz, 7000 MHz
2026/05/28 20:43:29.559, 94 %, 56 %, 3330 MiB, 8192 MiB, 98.22 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:43:30.648, 94 %, 59 %, 3330 MiB, 8192 MiB, 98.58 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:43:31.737, 95 %, 59 %, 3330 MiB, 8192 MiB, 98.78 W, 86, 1215 MHz, 7000 MHz
2026/05/28 20:43:32.825, 92 %, 59 %, 3330 MiB, 8192 MiB, 92.36 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:43:33.915, 90 %, 56 %, 3330 MiB, 8192 MiB, 104.74 W, 86, 1530 MHz, 7000 MHz
2026/05/28 20:43:34.982, 97 %, 61 %, 3330 MiB, 8192 MiB, 98.89 W, 86, 1455 MHz, 7000 MHz
2026/05/28 20:43:36.034, 95 %, 60 %, 3330 MiB, 8192 MiB, 98.23 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:43:37.125, 95 %, 59 %, 3330 MiB, 8192 MiB, 99.14 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:43:38.215, 96 %, 59 %, 3330 MiB, 8192 MiB, 100.50 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:43:39.307, 97 %, 60 %, 3330 MiB, 8192 MiB, 104.60 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:43:40.397, 96 %, 61 %, 3330 MiB, 8192 MiB, 98.86 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:43:41.486, 96 %, 58 %, 3330 MiB, 8192 MiB, 99.47 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:43:42.580, 96 %, 58 %, 3330 MiB, 8192 MiB, 103.10 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:43:43.626, 97 %, 58 %, 3330 MiB, 8192 MiB, 108.34 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:43:44.721, 95 %, 58 %, 3330 MiB, 8192 MiB, 100.72 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:43:45.810, 93 %, 58 %, 3330 MiB, 8192 MiB, 99.22 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:43:46.902, 91 %, 58 %, 3330 MiB, 8192 MiB, 98.29 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:43:47.990, 94 %, 60 %, 3330 MiB, 8192 MiB, 98.37 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:43:49.026, 93 %, 54 %, 3330 MiB, 8192 MiB, 98.37 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:43:47.989, 90 %, 56 %, 3330 MiB, 8192 MiB, 94.35 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:43:48.993, 92 %, 59 %, 3330 MiB, 8192 MiB, 93.45 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:43:49.998, 95 %, 60 %, 3330 MiB, 8192 MiB, 101.04 W, 86, 1215 MHz, 7000 MHz
2026/05/28 20:43:51.002, 95 %, 58 %, 3330 MiB, 8192 MiB, 99.04 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:43:52.025, 97 %, 61 %, 3330 MiB, 8192 MiB, 111.88 W, 86, 1215 MHz, 7000 MHz
2026/05/28 20:43:53.115, 97 %, 57 %, 3330 MiB, 8192 MiB, 96.02 W, 85, 1305 MHz, 7000 MHz
2026/05/28 20:43:54.204, 96 %, 58 %, 3330 MiB, 8192 MiB, 94.28 W, 86, 1515 MHz, 7000 MHz
2026/05/28 20:43:55.293, 94 %, 58 %, 3330 MiB, 8192 MiB, 95.51 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:43:56.383, 94 %, 59 %, 3330 MiB, 8192 MiB, 98.66 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:43:57.472, 95 %, 59 %, 3330 MiB, 8192 MiB, 100.35 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:43:58.521, 96 %, 58 %, 3330 MiB, 8192 MiB, 98.62 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:43:59.526, 97 %, 61 %, 3330 MiB, 8192 MiB, 105.03 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:44:00.578, 93 %, 58 %, 3330 MiB, 8192 MiB, 99.97 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:44:01.667, 97 %, 60 %, 3330 MiB, 8192 MiB, 106.69 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:44:02.757, 95 %, 58 %, 3330 MiB, 8192 MiB, 98.82 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:44:03.845, 97 %, 60 %, 3330 MiB, 8192 MiB, 105.10 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:44:04.935, 94 %, 59 %, 3330 MiB, 8192 MiB, 100.94 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:44:06.025, 95 %, 55 %, 3330 MiB, 8192 MiB, 101.83 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:44:07.044, 95 %, 60 %, 3330 MiB, 8192 MiB, 99.88 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:44:08.048, 96 %, 58 %, 3330 MiB, 8192 MiB, 98.10 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:44:09.123, 92 %, 57 %, 3330 MiB, 8192 MiB, 90.29 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:44:10.212, 92 %, 57 %, 3330 MiB, 8192 MiB, 98.09 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:44:11.305, 96 %, 58 %, 3330 MiB, 8192 MiB, 98.83 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:44:12.394, 94 %, 58 %, 3330 MiB, 8192 MiB, 99.89 W, 86, 1185 MHz, 7000 MHz
2026/05/28 20:44:13.483, 95 %, 59 %, 3330 MiB, 8192 MiB, 97.97 W, 86, 1155 MHz, 7000 MHz
2026/05/28 20:44:14.572, 95 %, 60 %, 3330 MiB, 8192 MiB, 97.67 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:44:15.576, 92 %, 59 %, 3330 MiB, 8192 MiB, 97.58 W, 86, 1215 MHz, 7000 MHz
2026/05/28 20:44:16.587, 94 %, 60 %, 3330 MiB, 8192 MiB, 97.32 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:44:17.677, 95 %, 59 %, 3330 MiB, 8192 MiB, 97.58 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:44:18.765, 94 %, 59 %, 3330 MiB, 8192 MiB, 97.69 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:44:19.853, 97 %, 59 %, 3330 MiB, 8192 MiB, 97.85 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:44:19.232, 96 %, 59 %, 3330 MiB, 8192 MiB, 97.76 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:44:20.325, 98 %, 59 %, 3330 MiB, 8192 MiB, 98.61 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:44:21.413, 96 %, 58 %, 3330 MiB, 8192 MiB, 98.08 W, 86, 1440 MHz, 7000 MHz
2026/05/28 20:44:22.502, 92 %, 54 %, 3330 MiB, 8192 MiB, 98.01 W, 86, 1200 MHz, 7000 MHz
2026/05/28 20:44:23.530, 96 %, 59 %, 3330 MiB, 8192 MiB, 97.17 W, 86, 1455 MHz, 7000 MHz
2026/05/28 20:44:24.534, 97 %, 59 %, 3330 MiB, 8192 MiB, 97.21 W, 86, 1485 MHz, 7000 MHz
2026/05/28 20:44:25.602, 95 %, 57 %, 3330 MiB, 8192 MiB, 97.13 W, 86, 1440 MHz, 7000 MHz
2026/05/28 20:44:26.693, 95 %, 60 %, 3330 MiB, 8192 MiB, 97.75 W, 86, 1440 MHz, 7000 MHz
2026/05/28 20:44:27.782, 97 %, 61 %, 3330 MiB, 8192 MiB, 97.70 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:44:28.871, 94 %, 59 %, 3330 MiB, 8192 MiB, 97.67 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:44:29.967, 93 %, 59 %, 3330 MiB, 8192 MiB, 98.13 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:44:31.057, 93 %, 59 %, 3330 MiB, 8192 MiB, 98.25 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:44:32.067, 94 %, 59 %, 3330 MiB, 8192 MiB, 103.55 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:44:33.075, 95 %, 60 %, 3330 MiB, 8192 MiB, 102.70 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:44:34.165, 94 %, 59 %, 3330 MiB, 8192 MiB, 87.49 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:44:35.255, 95 %, 59 %, 3330 MiB, 8192 MiB, 103.76 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:44:36.347, 96 %, 60 %, 3330 MiB, 8192 MiB, 106.37 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:44:37.436, 95 %, 60 %, 3330 MiB, 8192 MiB, 97.64 W, 86, 1455 MHz, 7000 MHz
2026/05/28 20:44:38.531, 97 %, 59 %, 3330 MiB, 8192 MiB, 97.11 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:44:39.604, 95 %, 59 %, 3330 MiB, 8192 MiB, 97.46 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:44:40.610, 96 %, 60 %, 3330 MiB, 8192 MiB, 97.84 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:44:41.636, 94 %, 56 %, 3330 MiB, 8192 MiB, 98.00 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:44:42.725, 96 %, 60 %, 3330 MiB, 8192 MiB, 94.88 W, 86, 1470 MHz, 7000 MHz
2026/05/28 20:44:43.816, 96 %, 61 %, 3330 MiB, 8192 MiB, 95.72 W, 86, 1545 MHz, 7000 MHz
2026/05/28 20:44:44.905, 97 %, 61 %, 3330 MiB, 8192 MiB, 92.16 W, 86, 1470 MHz, 7000 MHz
2026/05/28 20:44:45.997, 97 %, 61 %, 3330 MiB, 8192 MiB, 96.77 W, 86, 1455 MHz, 7000 MHz
2026/05/28 20:44:47.086, 96 %, 58 %, 3330 MiB, 8192 MiB, 97.97 W, 86, 1440 MHz, 7000 MHz
2026/05/28 20:44:48.135, 97 %, 61 %, 3330 MiB, 8192 MiB, 91.04 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:44:49.145, 97 %, 60 %, 3330 MiB, 8192 MiB, 98.01 W, 86, 1470 MHz, 7000 MHz
2026/05/28 20:44:50.198, 96 %, 59 %, 3330 MiB, 8192 MiB, 99.95 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:44:49.393, 96 %, 58 %, 3330 MiB, 8192 MiB, 102.54 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:44:50.481, 96 %, 58 %, 3330 MiB, 8192 MiB, 98.46 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:44:51.575, 95 %, 58 %, 3330 MiB, 8192 MiB, 98.36 W, 86, 1440 MHz, 7000 MHz
2026/05/28 20:44:52.664, 97 %, 59 %, 3330 MiB, 8192 MiB, 97.25 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:44:53.754, 95 %, 60 %, 3330 MiB, 8192 MiB, 97.46 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:44:54.846, 96 %, 59 %, 3330 MiB, 8192 MiB, 97.95 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:44:55.922, 95 %, 59 %, 3330 MiB, 8192 MiB, 98.04 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:44:56.933, 94 %, 59 %, 3330 MiB, 8192 MiB, 97.94 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:44:57.951, 95 %, 60 %, 3330 MiB, 8192 MiB, 97.65 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:44:59.041, 93 %, 55 %, 3330 MiB, 8192 MiB, 97.61 W, 86, 1485 MHz, 7000 MHz
2026/05/28 20:45:00.129, 95 %, 59 %, 3330 MiB, 8192 MiB, 97.74 W, 86, 1500 MHz, 7000 MHz
2026/05/28 20:45:01.218, 96 %, 61 %, 3330 MiB, 8192 MiB, 100.91 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:45:02.311, 95 %, 62 %, 3330 MiB, 8192 MiB, 100.20 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:45:03.406, 98 %, 62 %, 3330 MiB, 8192 MiB, 102.20 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:45:04.467, 97 %, 59 %, 3330 MiB, 8192 MiB, 103.85 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:45:05.471, 96 %, 61 %, 3330 MiB, 8192 MiB, 103.58 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:45:06.508, 97 %, 62 %, 3330 MiB, 8192 MiB, 108.29 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:45:07.601, 95 %, 60 %, 3330 MiB, 8192 MiB, 102.39 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:45:08.690, 96 %, 61 %, 3330 MiB, 8192 MiB, 99.60 W, 86, 1155 MHz, 7000 MHz
2026/05/28 20:45:09.783, 97 %, 59 %, 3330 MiB, 8192 MiB, 96.30 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:45:10.877, 95 %, 59 %, 3330 MiB, 8192 MiB, 96.32 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:45:11.965, 94 %, 59 %, 3330 MiB, 8192 MiB, 96.15 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:45:13.000, 93 %, 59 %, 3330 MiB, 8192 MiB, 95.88 W, 86, 1410 MHz, 7000 MHz
2026/05/28 20:45:14.007, 93 %, 59 %, 3330 MiB, 8192 MiB, 98.68 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:45:15.079, 93 %, 60 %, 3330 MiB, 8192 MiB, 101.39 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:45:16.168, 94 %, 61 %, 3330 MiB, 8192 MiB, 101.35 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:45:17.259, 94 %, 56 %, 3330 MiB, 8192 MiB, 101.48 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:45:18.348, 95 %, 59 %, 3330 MiB, 8192 MiB, 119.45 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:45:19.440, 97 %, 61 %, 3330 MiB, 8192 MiB, 101.95 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:45:20.523, 96 %, 58 %, 3330 MiB, 8192 MiB, 102.47 W, 86, 1485 MHz, 7000 MHz
2026/05/28 20:45:21.527, 96 %, 60 %, 3330 MiB, 8192 MiB, 102.01 W, 86, 1515 MHz, 7000 MHz
2026/05/28 20:45:20.547, 94 %, 59 %, 3330 MiB, 8192 MiB, 102.02 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:45:21.554, 97 %, 61 %, 3330 MiB, 8192 MiB, 101.87 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:45:22.572, 96 %, 62 %, 3330 MiB, 8192 MiB, 102.00 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:45:23.660, 94 %, 58 %, 3330 MiB, 8192 MiB, 101.74 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:45:24.751, 97 %, 62 %, 3330 MiB, 8192 MiB, 102.14 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:45:25.839, 94 %, 60 %, 3330 MiB, 8192 MiB, 101.84 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:45:26.926, 92 %, 59 %, 3330 MiB, 8192 MiB, 102.20 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:45:28.015, 92 %, 59 %, 3330 MiB, 8192 MiB, 102.56 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:45:29.071, 94 %, 61 %, 3330 MiB, 8192 MiB, 102.39 W, 86, 1515 MHz, 7000 MHz
2026/05/28 20:45:30.076, 97 %, 62 %, 3330 MiB, 8192 MiB, 101.95 W, 86, 1470 MHz, 7000 MHz
2026/05/28 20:45:31.126, 96 %, 61 %, 3330 MiB, 8192 MiB, 101.13 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:45:32.219, 91 %, 58 %, 3330 MiB, 8192 MiB, 101.02 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:45:33.307, 94 %, 55 %, 3330 MiB, 8192 MiB, 101.82 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:45:34.398, 95 %, 61 %, 3330 MiB, 8192 MiB, 101.64 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:45:35.489, 96 %, 60 %, 3330 MiB, 8192 MiB, 104.51 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:45:36.582, 96 %, 60 %, 3330 MiB, 8192 MiB, 103.86 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:45:37.600, 96 %, 60 %, 3330 MiB, 8192 MiB, 99.63 W, 86, 1440 MHz, 7000 MHz
2026/05/28 20:45:38.605, 92 %, 60 %, 3330 MiB, 8192 MiB, 100.78 W, 86, 1515 MHz, 7000 MHz
2026/05/28 20:45:39.682, 93 %, 60 %, 3330 MiB, 8192 MiB, 101.40 W, 86, 1485 MHz, 7000 MHz
2026/05/28 20:45:40.771, 94 %, 61 %, 3330 MiB, 8192 MiB, 101.46 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:45:41.861, 96 %, 61 %, 3330 MiB, 8192 MiB, 101.73 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:45:42.949, 96 %, 60 %, 3330 MiB, 8192 MiB, 97.04 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:45:44.038, 96 %, 62 %, 3330 MiB, 8192 MiB, 101.44 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:45:45.119, 96 %, 60 %, 3330 MiB, 8192 MiB, 103.00 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:45:46.125, 96 %, 59 %, 3330 MiB, 8192 MiB, 101.74 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:45:47.142, 97 %, 61 %, 3330 MiB, 8192 MiB, 101.81 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:45:48.234, 96 %, 59 %, 3330 MiB, 8192 MiB, 101.83 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:45:49.321, 96 %, 60 %, 3330 MiB, 8192 MiB, 101.74 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:45:50.410, 97 %, 61 %, 3330 MiB, 8192 MiB, 102.26 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:45:51.500, 96 %, 61 %, 3330 MiB, 8192 MiB, 102.24 W, 86, 1440 MHz, 7000 MHz
