step,elapsed_seconds,split,loss,learning_rate
100,18.519104805996903,train,4.3787713050842285,0.00029699999999999996
100,18.519104805996903,valid,4.403254508972168,0.00029699999999999996
200,35.658979587999056,train,3.5905697345733643,0.00029993338564937377
200,35.658979587999056,valid,3.5962677001953125,0.00029993338564937377
300,51.86821682199661,train,3.2256124019622803,0.00029973091161446003
300,51.86821682199661,valid,3.24381422996521,0.00029973091161446003
400,68.98375136199684,train,3.06672739982605,0.00029939277497220094
400,68.98375136199684,valid,3.0579583644866943,0.00029939277497220094
500,86.08942775600008,train,2.9884331226348877,0.0002989193161975326
500,86.08942775600008,valid,2.8953664302825928,0.0002989193161975326
600,103.73477093199836,train,2.8504531383514404,0.00029831101202330764
600,103.73477093199836,valid,2.8846023082733154,0.00029831101202330764
700,121.271541307,train,2.7411885261535645,0.00029756847496026584
700,121.271541307,valid,2.813133955001831,0.00029756847496026584
800,138.48926313099946,train,2.7354650497436523,0.00029669245268028745
800,138.48926313099946,valid,2.7036855220794678,0.00029669245268028745
900,156.23330165199877,train,2.6405704021453857,0.0002956838272635512
900,156.23330165199877,valid,2.6300182342529297,0.0002956838272635512
1000,174.16882433599676,train,2.5969619750976562,0.0002945436143103543
1000,174.16882433599676,valid,2.56833815574646,0.0002945436143103543
1100,192.78561241699936,train,2.5458290576934814,0.00029327296191848884
1100,192.78561241699936,valid,2.5552735328674316,0.00029327296191848884
1200,210.82483252999737,train,2.5299930572509766,0.00029187314952720486
1200,210.82483252999737,valid,2.4742987155914307,0.00029187314952720486
1300,228.23853441699976,train,2.472198247909546,0.0002903455866289233
1300,228.23853441699976,valid,2.475403308868408,0.0002903455866289233
1400,246.64352534799764,train,2.49739408493042,0.00028869181134999684
1400,246.64352534799764,valid,2.439969778060913,0.00028869181134999684
1500,264.80298991199743,train,2.4277637004852295,0.00028691348890194684
1500,264.80298991199743,valid,2.4302468299865723,0.00028691348890194684
1600,282.76237146699714,train,2.3287415504455566,0.0002850124099047365
1600,282.76237146699714,valid,2.4024784564971924,0.0002850124099047365
1700,300.97751163700013,train,2.3985888957977295,0.0002829904885837685
1700,300.97751163700013,valid,2.362164258956909,0.0002829904885837685
1800,319.13202085599914,train,2.382385730743408,0.00028084976084242206
