elapsed_seconds,timestamp,index,name,gpu_util_percent,mem_util_percent,mem_used_mib,mem_total_mib,power_w,temp_c
340.678039,2026/05/30 14:14:44.598,0,NVIDIA B200,97,27,16846,183359,752.60,50
341.714885,2026/05/30 14:14:45.638,0,NVIDIA B200,97,30,16846,183359,756.76,50
342.777890,2026/05/30 14:14:46.691,0,NVIDIA B200,95,26,16846,183359,752.43,50
343.816295,2026/05/30 14:14:47.738,0,NVIDIA B200,98,26,16846,183359,776.17,51
344.859411,2026/05/30 14:14:48.779,0,NVIDIA B200,98,28,16846,183359,773.54,51
345.906683,2026/05/30 14:14:49.823,0,NVIDIA B200,97,27,16846,183359,759.65,50
346.953323,2026/05/30 14:14:50.874,0,NVIDIA B200,97,28,16846,183359,754.67,50
348.000299,2026/05/30 14:14:51.919,0,NVIDIA B200,97,27,16846,183359,753.91,50
349.072170,2026/05/30 14:14:52.991,0,NVIDIA B200,97,28,16846,183359,752.71,50
350.177813,2026/05/30 14:14:54.094,0,NVIDIA B200,99,29,16846,183359,753.61,50
351.247332,2026/05/30 14:14:55.159,0,NVIDIA B200,96,31,16846,183359,754.43,50
352.296056,2026/05/30 14:14:56.217,0,NVIDIA B200,97,28,16846,183359,753.64,50
353.353232,2026/05/30 14:14:57.272,0,NVIDIA B200,97,28,16846,183359,749.29,51
354.405558,2026/05/30 14:14:58.324,0,NVIDIA B200,96,26,16846,183359,752.82,50
355.469061,2026/05/30 14:14:59.387,0,NVIDIA B200,96,28,16846,183359,755.06,51
356.530108,2026/05/30 14:15:00.439,0,NVIDIA B200,96,29,16846,183359,753.05,50
357.577459,2026/05/30 14:15:01.497,0,NVIDIA B200,98,27,16846,183359,778.37,50
358.643581,2026/05/30 14:15:02.560,0,NVIDIA B200,98,26,16846,183359,779.75,51
359.707566,2026/05/30 14:15:03.618,0,NVIDIA B200,99,30,16846,183359,758.77,50
360.764463,2026/05/30 14:15:04.687,0,NVIDIA B200,97,28,16846,183359,751.23,50
361.817914,2026/05/30 14:15:05.740,0,NVIDIA B200,99,28,16846,183359,759.38,52
362.922059,2026/05/30 14:15:06.778,0,NVIDIA B200,97,27,16846,183359,755.33,50
363.974199,2026/05/30 14:15:07.895,0,NVIDIA B200,97,28,16846,183359,756.81,50
365.026169,2026/05/30 14:15:08.934,0,NVIDIA B200,97,27,16846,183359,753.21,51
366.066301,2026/05/30 14:15:09.987,0,NVIDIA B200,97,28,16846,183359,756.43,50
367.121982,2026/05/30 14:15:11.043,0,NVIDIA B200,97,28,16846,183359,757.57,50
368.189146,2026/05/30 14:15:12.103,0,NVIDIA B200,97,28,16846,183359,757.07,49
369.261060,2026/05/30 14:15:13.173,0,NVIDIA B200,97,28,16846,183359,757.16,51
370.306552,2026/05/30 14:15:14.228,0,NVIDIA B200,97,28,16846,183359,752.28,48
371.356829,2026/05/30 14:15:15.275,0,NVIDIA B200,98,26,16846,183359,772.83,51
372.390081,2026/05/30 14:15:16.314,0,NVIDIA B200,98,26,16846,183359,775.28,51
373.475872,2026/05/30 14:15:17.392,0,NVIDIA B200,97,29,16846,183359,756.76,51
374.524615,2026/05/30 14:15:18.434,0,NVIDIA B200,97,30,16846,183359,757.80,50
375.568559,2026/05/30 14:15:19.493,0,NVIDIA B200,99,29,16846,183359,760.08,50
